date,exercise,weight,units,reps
3/1/13,clean pull,195,lb,2
3/1/13,clean pull,195,lb,2
3/1/13,clean pull,195,lb,2
3/1/13,clean pull,195,lb,2
3/1/13,clean pull,195,lb,2
3/1/13,clean pull,195,lb,2
3/1/13,clean pull,195,lb,2
3/1/13,clean and jerk,135,lb,3
3/1/13,clean and jerk,165,lb,3
3/1/13,clean and jerk,165,lb,3
3/1/13,clean and jerk,185,lb,2
3/1/13,clean and jerk,185,lb,2
3/1/13,clean and jerk,185,lb,2
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/2/13,clean and jerk,135,lb,3
3/3/13,front barbell squat,155,lb,5
3/3/13,front barbell squat,155,lb,5
3/3/13,front barbell squat,155,lb,5
3/3/13,front barbell squat,155,lb,5
3/3/13,front barbell squat,155,lb,5
3/3/13,front barbell squat,155,lb,5
3/3/13,front barbell squat,155,lb,5
3/3/13,front barbell squat,155,lb,5
3/4/13,clean and jerk,135,lb,3
3/4/13,clean and jerk,165,lb,4
3/4/13,clean and jerk,165,lb,4
3/4/13,clean and jerk,180,lb,4
3/4/13,clean and jerk,180,lb,4
3/4/13,clean and jerk,135,lb,3
3/4/13,clean and jerk,165,lb,4
3/4/13,clean and jerk,165,lb,4
3/4/13,clean and jerk,180,lb,4
3/4/13,clean and jerk,180,lb,4
3/4/13,front barbell squat,135,lb,5
3/4/13,front barbell squat,155,lb,4
3/4/13,front barbell squat,175,lb,4
3/4/13,front barbell squat,195,lb,4
3/4/13,front barbell squat,195,lb,4
3/4/13,front barbell squat,195,lb,4
3/4/13,clean pull,180,lb,4
3/4/13,clean pull,180,lb,4
3/4/13,clean pull,180,lb,4
3/6/13,barbell squat,165,lb,3
3/6/13,barbell squat,165,lb,5
3/6/13,barbell squat,165,lb,5
3/6/13,clean and jerk,135,lb,4
3/6/13,clean and jerk,165,lb,4
3/6/13,clean and jerk,180,lb,4
3/6/13,clean and jerk,180,lb,4
3/6/13,clean and jerk,135,lb,4
3/6/13,clean and jerk,165,lb,4
3/6/13,clean and jerk,180,lb,4
3/6/13,clean and jerk,180,lb,4
3/6/13,clean pull,165,lb,4
3/6/13,clean pull,165,lb,4
3/6/13,clean pull,165,lb,4
3/10/13,snatch,75,lb,10
3/10/13,snatch,75,lb,10
3/10/13,snatch,75,lb,10
3/10/13,snatch,135,lb,1
3/13/13,barbell squat,165,lb,5
3/13/13,barbell squat,195,lb,5
3/13/13,barbell squat,195,lb,5
3/13/13,jerk,175,lb,2
3/13/13,jerk,185,lb,2
3/13/13,jerk,195,lb,1
3/13/13,jerk,195,lb,1
3/13/13,jerk,195,lb,1
3/13/13,clean and jerk,135,lb,3
3/13/13,clean and jerk,165,lb,2
3/13/13,clean and jerk,175,lb,2
3/13/13,clean and jerk,175,lb,2
3/13/13,clean and jerk,180,lb,2
3/13/13,clean and jerk,135,lb,3
3/13/13,clean and jerk,165,lb,2
3/13/13,clean and jerk,175,lb,2
3/13/13,clean and jerk,175,lb,2
3/13/13,clean and jerk,180,lb,2
3/13/13,front barbell squat,195,lb,5
3/13/13,clean pull,205,lb,3
3/13/13,clean pull,215,lb,3
3/13/13,clean pull,215,lb,3
3/15/13,jerk,165,lb,3
3/15/13,jerk,175,lb,2
3/15/13,jerk,185,lb,2
3/15/13,jerk,195,lb,1
3/15/13,jerk,195,lb,1
3/15/13,jerk,195,lb,1
3/15/13,clean and jerk,135,lb,3
3/15/13,clean and jerk,165,lb,2
3/15/13,clean and jerk,175,lb,2
3/15/13,clean and jerk,185,lb,4
3/15/13,clean and jerk,135,lb,3
3/15/13,clean and jerk,165,lb,2
3/15/13,clean and jerk,175,lb,2
3/15/13,clean and jerk,185,lb,4
3/15/13,clean pull,205,lb,3
3/15/13,clean pull,205,lb,3
3/15/13,clean pull,205,lb,3
3/16/13,barbell deadlift,115,lb,10
3/16/13,barbell deadlift,115,lb,10
3/16/13,barbell deadlift,115,lb,10
3/16/13,barbell deadlift,115,lb,10
3/16/13,barbell deadlift,115,lb,10
3/16/13,barbell deadlift,115,lb,10
3/16/13,barbell deadlift,115,lb,10
3/16/13,barbell deadlift,115,lb,10
3/17/13,clean and jerk,135,lb,3
3/17/13,clean and jerk,165,lb,3
3/17/13,clean and jerk,165,lb,3
3/17/13,clean and jerk,175,lb,3
3/17/13,clean and jerk,185,lb,2
3/17/13,clean and jerk,195,lb,2
3/17/13,clean and jerk,135,lb,3
3/17/13,clean and jerk,165,lb,3
3/17/13,clean and jerk,165,lb,3
3/17/13,clean and jerk,175,lb,3
3/17/13,clean and jerk,185,lb,2
3/17/13,clean and jerk,195,lb,2
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/18/13,clean,165,lb,1
3/20/13,clean and jerk,135,lb,3
3/20/13,clean and jerk,135,lb,3
3/20/13,clean and jerk,135,lb,3
3/20/13,clean and jerk,155,lb,2
3/20/13,clean and jerk,165,lb,2
3/20/13,clean and jerk,185,lb,2
3/20/13,clean and jerk,205,lb,2
3/20/13,clean and jerk,135,lb,3
3/20/13,clean and jerk,135,lb,3
3/20/13,clean and jerk,135,lb,3
3/20/13,clean and jerk,155,lb,2
3/20/13,clean and jerk,165,lb,2
3/20/13,clean and jerk,185,lb,2
3/20/13,clean and jerk,205,lb,2
3/20/13,power clean,155,lb,3
3/20/13,power clean,155,lb,3
3/20/13,power clean,155,lb,3
3/20/13,power clean,155,lb,3
3/20/13,power clean,155,lb,3
3/20/13,snatch,95,lb,3
3/20/13,snatch,95,lb,3
3/20/13,snatch,95,lb,3
3/20/13,snatch,95,lb,3
3/20/13,snatch,95,lb,3
3/20/13,snatch,95,lb,3
3/20/13,clean pull,210,lb,3
3/20/13,clean pull,210,lb,3
3/20/13,clean pull,210,lb,3
3/20/13,clean pull,210,lb,3
3/22/13,clean and jerk,135,lb,3
3/22/13,clean and jerk,155,lb,3
3/22/13,clean and jerk,175,lb,1
3/22/13,clean and jerk,185,lb,1
3/22/13,clean and jerk,205,lb,1
3/22/13,clean and jerk,215,lb,1
3/22/13,clean and jerk,135,lb,3
3/22/13,clean and jerk,155,lb,3
3/22/13,clean and jerk,175,lb,1
3/22/13,clean and jerk,185,lb,1
3/22/13,clean and jerk,205,lb,1
3/22/13,clean and jerk,215,lb,1
3/22/13,front barbell squat,135,lb,3
3/22/13,front barbell squat,155,lb,2
3/22/13,front barbell squat,175,lb,1
3/22/13,front barbell squat,185,lb,1
3/22/13,front barbell squat,205,lb,1
3/22/13,front barbell squat,225,lb,1
3/22/13,front barbell squat,235,lb,1
3/26/13,barbell squat,185,lb,3
3/26/13,barbell squat,185,lb,3
3/26/13,barbell squat,185,lb,3
3/26/13,barbell squat,185,lb,3
3/26/13,barbell squat,185,lb,3
3/26/13,barbell squat,185,lb,6
3/26/13,barbell squat,185,lb,10
3/26/13,power clean,155,lb,5
3/26/13,power clean,155,lb,5
3/26/13,power clean,155,lb,5
3/26/13,power clean,155,lb,5
3/26/13,power clean,155,lb,5
3/26/13,front barbell squat,205,lb,1
3/26/13,front barbell squat,205,lb,1
3/26/13,front barbell squat,205,lb,1
3/26/13,front barbell squat,205,lb,1
3/26/13,front barbell squat,205,lb,1
3/26/13,front barbell squat,155,lb,5
3/26/13,front barbell squat,155,lb,5
3/26/13,front barbell squat,155,lb,5
3/26/13,front barbell squat,155,lb,5
3/26/13,front barbell squat,155,lb,5
3/27/13,barbell deadlift,185,lb,3
3/27/13,barbell deadlift,185,lb,3
3/27/13,barbell deadlift,185,lb,3
3/27/13,barbell squat,185,lb,5
3/27/13,barbell squat,205,lb,5
3/27/13,barbell squat,205,lb,5
3/27/13,barbell squat,205,lb,5
3/27/13,barbell squat,205,lb,5
3/27/13,barbell squat,205,lb,5
3/28/13,jerk,155,lb,3
3/28/13,jerk,155,lb,3
3/28/13,jerk,155,lb,3
3/28/13,jerk,155,lb,3
3/28/13,jerk,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,power clean,155,lb,3
3/28/13,clean pull,205,lb,3
3/28/13,clean pull,205,lb,3
3/28/13,clean pull,215,lb,3
3/28/13,clean pull,215,lb,3
3/28/13,clean pull,215,lb,3
3/29/13,jerk,145,lb,3
3/29/13,jerk,145,lb,3
3/29/13,jerk,145,lb,3
3/29/13,jerk,145,lb,3
3/29/13,power snatch,95,lb,3
3/29/13,power snatch,95,lb,3
3/29/13,power snatch,105,lb,3
3/29/13,power snatch,105,lb,3
3/29/13,power clean,145,lb,3
3/29/13,power clean,145,lb,3
3/29/13,power clean,145,lb,3
3/29/13,power clean,145,lb,3
3/29/13,clean pull,145,lb,5
3/29/13,clean pull,145,lb,5
3/29/13,clean pull,145,lb,5
3/31/13,clean and jerk,135,lb,3
3/31/13,clean and jerk,135,lb,6
3/31/13,clean and jerk,135,lb,6
3/31/13,clean and jerk,135,lb,3
3/31/13,clean and jerk,135,lb,5
3/31/13,clean and jerk,135,lb,3
3/31/13,clean and jerk,135,lb,6
3/31/13,clean and jerk,135,lb,6
3/31/13,clean and jerk,135,lb,3
3/31/13,clean and jerk,135,lb,5
4/1/13,barbell squat,135,lb,10
4/1/13,barbell squat,195,lb,3
4/1/13,barbell squat,195,lb,3
4/1/13,barbell squat,195,lb,10
4/1/13,barbell squat,195,lb,10
4/1/13,barbell squat,195,lb,10
4/1/13,front barbell squat,155,lb,2
4/1/13,front barbell squat,155,lb,2
4/1/13,front barbell squat,155,lb,2
4/1/13,front barbell squat,155,lb,2
4/2/13,snatch,95,lb,3
4/2/13,snatch,95,lb,3
4/2/13,snatch,105,lb,3
4/2/13,snatch,105,lb,3
4/3/13,barbell squat,165,lb,3
4/3/13,barbell squat,205,lb,3
4/3/13,barbell squat,225,lb,2
4/3/13,barbell squat,225,lb,5
4/3/13,barbell squat,225,lb,5
4/3/13,barbell squat,225,lb,5
4/3/13,barbell squat,225,lb,5
4/3/13,barbell squat,225,lb,5
4/3/13,jerk,135,lb,5
4/3/13,jerk,155,lb,3
4/3/13,jerk,165,lb,3
4/3/13,jerk,165,lb,3
4/3/13,jerk,165,lb,3
4/5/13,power snatch,95,lb,3
4/5/13,power snatch,95,lb,3
4/5/13,power snatch,115,lb,3
4/5/13,power snatch,115,lb,3
4/5/13,power snatch,125,lb,3
4/5/13,power snatch,135,lb,3
4/5/13,power snatch,145,lb,2
4/5/13,power snatch,155,lb,1
4/5/13,clean and jerk,135,lb,3
4/5/13,clean and jerk,135,lb,3
4/5/13,clean and jerk,155,lb,3
4/5/13,clean and jerk,155,lb,3
4/5/13,clean and jerk,175,lb,3
4/5/13,clean and jerk,175,lb,3
4/6/13,clean,135,lb,5
4/6/13,clean,155,lb,3
4/6/13,clean and jerk,175,lb,2
4/6/13,clean and jerk,185,lb,1
4/6/13,clean and jerk,185,lb,1
4/6/13,clean and jerk,195,lb,1
4/6/13,clean and jerk,195,lb,1
4/6/13,clean and jerk,200,lb,1
4/8/13,barbell squat,185,lb,3
4/8/13,barbell squat,185,lb,3
4/8/13,barbell squat,205,lb,3
4/8/13,barbell squat,205,lb,10
4/8/13,barbell squat,215,lb,10
4/8/13,barbell squat,225,lb,10
4/10/13,barbell deadlift,185,lb,3
4/10/13,barbell deadlift,225,lb,3
4/10/13,barbell deadlift,275,lb,2
4/10/13,barbell deadlift,295,lb,1
4/10/13,barbell deadlift,315,lb,1
4/10/13,barbell squat,175,lb,5
4/10/13,barbell squat,185,lb,5
4/10/13,barbell squat,205,lb,5
4/10/13,barbell squat,215,lb,5
4/10/13,barbell squat,225,lb,5
4/10/13,barbell squat,235,lb,5
4/10/13,barbell squat,245,lb,5
4/10/13,jerk,165,lb,3
4/10/13,jerk,165,lb,3
4/10/13,jerk,165,lb,3
4/10/13,jerk,175,lb,3
4/10/13,jerk,185,lb,3
4/15/13,barbell squat,185,lb,5
4/15/13,barbell squat,205,lb,5
4/15/13,barbell squat,215,lb,10
4/15/13,barbell squat,225,lb,10
4/15/13,barbell squat,225,lb,10
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,clean and jerk,185,lb,2
4/15/13,snatch,115,lb,1
4/15/13,snatch,125,lb,1
4/15/13,snatch,135,lb,1
4/15/13,snatch,145,lb,1
4/15/13,snatch,155,lb,1
4/16/13,clean,135,lb,3
4/16/13,clean,135,lb,3
4/16/13,clean,155,lb,3
4/16/13,clean,175,lb,3
4/16/13,clean,175,lb,3
4/16/13,clean,175,lb,3
4/16/13,jerk,135,lb,5
4/16/13,jerk,155,lb,3
4/16/13,jerk,175,lb,3
4/16/13,jerk,175,lb,3
4/16/13,jerk,175,lb,3
4/17/13,barbell deadlift,225,lb,3
4/17/13,barbell deadlift,225,lb,3
4/17/13,barbell deadlift,225,lb,3
4/17/13,barbell squat,185,lb,5
4/17/13,barbell squat,205,lb,5
4/17/13,barbell squat,235,lb,5
4/17/13,barbell squat,235,lb,5
4/17/13,barbell squat,235,lb,5
4/17/13,barbell squat,235,lb,5
4/17/13,barbell squat,235,lb,5
4/17/13,clean,195,lb,1
4/17/13,clean,195,lb,1
4/17/13,clean,195,lb,1
4/20/13,barbell squat,185,lb,3
4/20/13,barbell squat,205,lb,3
4/20/13,barbell squat,235,lb,3
4/20/13,barbell squat,245,lb,3
4/20/13,barbell squat,245,lb,3
4/20/13,barbell squat,245,lb,3
4/20/13,barbell squat,245,lb,3
4/20/13,barbell squat,245,lb,3
4/20/13,barbell squat,250,lb,3
4/20/13,barbell squat,255,lb,3
4/20/13,barbell squat,265,lb,10
4/20/13,jerk,135,lb,3
4/20/13,jerk,165,lb,2
4/20/13,jerk,185,lb,2
4/20/13,jerk,205,lb,1
4/20/13,jerk,215,lb,1
4/20/13,jerk,225,lb,1
4/20/13,jerk,235,lb,1
4/20/13,jerk,240,lb,1
4/20/13,power snatch,95,lb,3
4/20/13,power snatch,95,lb,3
4/20/13,power snatch,115,lb,2
4/20/13,power snatch,115,lb,2
4/20/13,power snatch,135,lb,1
4/20/13,power snatch,145,lb,1
4/20/13,power clean,145,lb,2
4/20/13,power clean,165,lb,2
4/20/13,power clean,185,lb,1
4/20/13,power clean,205,lb,1
4/20/13,power clean,215,lb,1
4/20/13,power clean,225,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,clean and jerk,175,lb,1
4/22/13,snatch,95,lb,3
4/22/13,snatch,95,lb,3
4/22/13,snatch,95,lb,3
4/22/13,press,135,lb,1
4/22/13,press,145,lb,1
4/27/13,barbell squat,185,lb,5
4/27/13,barbell squat,225,lb,3
4/27/13,barbell squat,255,lb,1
4/27/13,barbell squat,285,lb,1
4/27/13,barbell squat,300,lb,1
4/27/13,barbell squat,315,lb,1
4/27/13,barbell squat,340,lb,1
4/30/13,clean and jerk,135,lb,5
4/30/13,clean and jerk,135,lb,2
4/30/13,clean and jerk,185,lb,2
4/30/13,clean and jerk,185,lb,2
4/30/13,clean and jerk,205,lb,1
4/30/13,clean and jerk,215,lb,1
4/30/13,clean and jerk,215,lb,1
4/30/13,clean and jerk,135,lb,5
4/30/13,clean and jerk,135,lb,2
4/30/13,clean and jerk,185,lb,2
4/30/13,clean and jerk,185,lb,2
4/30/13,clean and jerk,205,lb,1
4/30/13,clean and jerk,215,lb,1
4/30/13,clean and jerk,215,lb,1
4/30/13,snatch,95,lb,5
4/30/13,snatch,95,lb,5
4/30/13,snatch,115,lb,3
4/30/13,snatch,135,lb,2
4/30/13,snatch,155,lb,1
4/30/13,snatch,165,lb,1
4/30/13,front barbell squat,135,lb,5
4/30/13,front barbell squat,135,lb,5
4/30/13,front barbell squat,185,lb,3
4/30/13,front barbell squat,185,lb,3
4/30/13,front barbell squat,205,lb,1
4/30/13,front barbell squat,225,lb,1
4/30/13,front barbell squat,235,lb,1
4/30/13,front barbell squat,245,lb,1
4/30/13,front barbell squat,185,lb,10
4/30/13,front barbell squat,185,lb,10
4/30/13,front barbell squat,185,lb,10
5/2/13,barbell squat,195,lb,5
5/2/13,clean and jerk,185,lb,1
5/2/13,clean and jerk,195,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,215,lb,1
5/2/13,clean and jerk,185,lb,1
5/2/13,clean and jerk,195,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,205,lb,1
5/2/13,clean and jerk,215,lb,1
5/2/13,front barbell squat,195,lb,5
5/2/13,front barbell squat,195,lb,5
5/2/13,front barbell squat,195,lb,5
5/2/13,front barbell squat,195,lb,5
5/2/13,front barbell squat,195,lb,5
5/2/13,front barbell squat,165,lb,5
5/2/13,front barbell squat,165,lb,5
5/4/13,jerk,200,lb,2
5/4/13,jerk,200,lb,2
5/4/13,jerk,200,lb,2
5/4/13,jerk,200,lb,2
5/4/13,jerk,200,lb,2
5/4/13,front barbell squat,165,lb,3
5/4/13,front barbell squat,185,lb,3
5/4/13,front barbell squat,205,lb,3
5/4/13,front barbell squat,215,lb,3
5/4/13,front barbell squat,235,lb,3
5/4/13,front barbell squat,235,lb,3
5/4/13,front barbell squat,235,lb,3
5/4/13,front barbell squat,235,lb,3
5/4/13,front barbell squat,235,lb,3
5/4/13,front barbell squat,235,lb,3
5/4/13,front barbell squat,235,lb,3
5/4/13,clean pull,225,lb,3
5/4/13,clean pull,235,lb,3
5/4/13,clean pull,255,lb,3
5/4/13,clean pull,260,lb,3
5/4/13,clean pull,270,lb,3
5/4/13,clean pull,280,lb,3
5/4/13,clean pull,285,lb,5
5/4/13,clean pull,290,lb,3
5/7/13,barbell squat,185,lb,3
5/7/13,barbell squat,205,lb,3
5/7/13,barbell squat,225,lb,3
5/7/13,barbell squat,245,lb,2
5/7/13,barbell squat,255,lb,2
5/7/13,barbell squat,265,lb,1
5/7/13,clean and jerk,135,lb,3
5/7/13,clean and jerk,155,lb,2
5/7/13,clean and jerk,165,lb,1
5/7/13,clean and jerk,175,lb,1
5/7/13,clean and jerk,185,lb,1
5/7/13,clean and jerk,195,lb,1
5/7/13,clean and jerk,205,lb,1
5/7/13,clean and jerk,215,lb,1
5/7/13,clean and jerk,225,lb,1
5/8/13,clean and jerk,135,lb,3
5/8/13,clean and jerk,185,lb,1
5/8/13,clean and jerk,205,lb,1
5/8/13,clean and jerk,215,lb,1
5/8/13,clean and jerk,135,lb,3
5/8/13,clean and jerk,185,lb,1
5/8/13,clean and jerk,205,lb,1
5/8/13,clean and jerk,215,lb,1
5/8/13,snatch,95,lb,3
5/8/13,snatch,95,lb,3
5/8/13,snatch,115,lb,2
5/8/13,snatch,145,lb,1
5/8/13,snatch,155,lb,1
5/11/13,clean and jerk,135,lb,3
5/11/13,clean and jerk,135,lb,3
5/11/13,clean and jerk,155,lb,3
5/11/13,clean and jerk,185,lb,3
5/11/13,clean and jerk,205,lb,1
5/11/13,clean and jerk,205,lb,1
5/11/13,clean and jerk,205,lb,1
5/11/13,clean and jerk,215,lb,1
5/11/13,clean and jerk,225,lb,1
5/11/13,clean and jerk,135,lb,3
5/11/13,clean and jerk,135,lb,3
5/11/13,clean and jerk,155,lb,3
5/11/13,clean and jerk,185,lb,3
5/11/13,clean and jerk,205,lb,1
5/11/13,clean and jerk,205,lb,1
5/11/13,clean and jerk,205,lb,1
5/11/13,clean and jerk,215,lb,1
5/11/13,clean and jerk,225,lb,1
5/11/13,snatch,95,lb,3
5/11/13,snatch,95,lb,3
5/11/13,snatch,115,lb,3
5/11/13,snatch,135,lb,2
5/11/13,snatch,135,lb,1
5/11/13,snatch,145,lb,1
5/11/13,snatch,145,lb,1
5/11/13,snatch,155,lb,1
5/11/13,snatch,165,lb,1
5/13/13,barbell squat,185,lb,5
5/13/13,barbell squat,225,lb,5
5/13/13,barbell squat,245,lb,5
5/13/13,barbell squat,255,lb,5
5/13/13,barbell squat,255,lb,5
5/13/13,barbell squat,255,lb,5
5/13/13,barbell squat,225,lb,5
5/13/13,clean and jerk,135,lb,3
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,185,lb,1
5/13/13,clean and jerk,185,lb,1
5/13/13,clean and jerk,205,lb,1
5/13/13,clean and jerk,205,lb,1
5/13/13,clean and jerk,135,lb,3
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,165,lb,1
5/13/13,clean and jerk,185,lb,1
5/13/13,clean and jerk,185,lb,1
5/13/13,clean and jerk,205,lb,1
5/13/13,clean and jerk,205,lb,1
5/17/13,barbell squat,145,lb,5
5/17/13,barbell squat,145,lb,5
5/17/13,barbell squat,195,lb,5
5/17/13,barbell squat,225,lb,3
5/17/13,barbell squat,225,lb,3
5/17/13,barbell squat,225,lb,3
5/17/13,barbell squat,225,lb,3
5/18/13,clean and jerk,135,lb,3
5/18/13,clean and jerk,155,lb,3
5/18/13,clean and jerk,175,lb,3
5/18/13,clean and jerk,195,lb,1
5/18/13,clean and jerk,195,lb,1
5/18/13,clean and jerk,155,lb,3
5/18/13,clean and jerk,155,lb,2
5/18/13,clean and jerk,165,lb,2
5/18/13,clean and jerk,165,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,205,lb,1
5/18/13,clean and jerk,205,lb,1
5/18/13,clean and jerk,215,lb,1
5/18/13,clean and jerk,225,lb,1
5/18/13,clean and jerk,235,lb,1
5/18/13,clean and jerk,135,lb,3
5/18/13,clean and jerk,155,lb,3
5/18/13,clean and jerk,175,lb,3
5/18/13,clean and jerk,195,lb,1
5/18/13,clean and jerk,195,lb,1
5/18/13,clean and jerk,155,lb,3
5/18/13,clean and jerk,155,lb,2
5/18/13,clean and jerk,165,lb,2
5/18/13,clean and jerk,165,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,185,lb,1
5/18/13,clean and jerk,205,lb,1
5/18/13,clean and jerk,205,lb,1
5/18/13,clean and jerk,215,lb,1
5/18/13,clean and jerk,225,lb,1
5/18/13,clean and jerk,235,lb,1
5/18/13,snatch,135,lb,2
5/18/13,snatch,145,lb,2
5/18/13,snatch,95,lb,3
5/18/13,snatch,95,lb,3
5/18/13,snatch,105,lb,3
5/18/13,snatch,115,lb,3
5/18/13,snatch,135,lb,3
5/18/13,snatch,135,lb,1
5/18/13,snatch,145,lb,1
5/18/13,snatch,145,lb,1
5/18/13,snatch,155,lb,1
5/18/13,snatch,155,lb,1
5/18/13,snatch,165,lb,1
5/18/13,snatch,175,lb,1
5/20/13,barbell squat,185,lb,5
5/20/13,barbell squat,185,lb,5
5/20/13,barbell squat,215,lb,9
5/20/13,barbell squat,215,lb,9
5/20/13,barbell squat,215,lb,9
5/20/13,barbell squat,215,lb,9
5/20/13,press,75,lb,9
5/20/13,press,95,lb,6
5/20/13,press,100,lb,6
5/20/13,press,105,lb,6
5/20/13,press,105,lb,6
5/20/13,press,105,lb,6
5/20/13,press,105,lb,6
5/20/13,press,105,lb,6
5/22/13,barbell squat,185,lb,7
5/22/13,barbell squat,225,lb,5
5/22/13,barbell squat,240,lb,7
5/22/13,barbell squat,240,lb,7
5/22/13,barbell squat,240,lb,7
5/22/13,barbell squat,240,lb,7
5/22/13,barbell squat,240,lb,7
5/22/13,press,95,lb,5
5/22/13,press,110,lb,5
5/22/13,press,110,lb,5
5/22/13,press,110,lb,5
5/22/13,press,110,lb,5
5/22/13,press,110,lb,5
5/22/13,press,110,lb,5
5/22/13,press,110,lb,5
5/23/13,barbell squat,185,lb,5
5/23/13,barbell squat,225,lb,5
5/23/13,barbell squat,255,lb,5
5/23/13,barbell squat,255,lb,5
5/23/13,barbell squat,255,lb,5
5/23/13,barbell squat,255,lb,5
5/23/13,barbell squat,255,lb,5
5/23/13,barbell squat,255,lb,5
5/23/13,barbell squat,255,lb,5
5/23/13,press,95,lb,4
5/23/13,press,117.5,lb,4
5/23/13,press,117.5,lb,4
5/23/13,press,117.5,lb,4
5/23/13,press,117.5,lb,4
5/23/13,press,117.5,lb,4
5/23/13,press,117.5,lb,4
5/23/13,press,117.5,lb,4
5/25/13,barbell squat,185,lb,3
5/25/13,barbell squat,225,lb,3
5/25/13,barbell squat,255,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,barbell squat,275,lb,3
5/25/13,press,95,lb,5
5/25/13,press,115,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/25/13,press,125,lb,3
5/27/13,barbell squat,185,lb,9
5/27/13,barbell squat,185,lb,5
5/27/13,barbell squat,225,lb,9
5/27/13,barbell squat,225,lb,5
5/27/13,barbell squat,255,lb,3
5/27/13,barbell squat,240,lb,9
5/27/13,barbell squat,240,lb,9
5/27/13,barbell squat,240,lb,9
5/27/13,barbell squat,240,lb,9
