date,exercise,weight,units,reps
5/27/13,press,95,lb,6
5/27/13,press,115,lb,6
5/27/13,press,115,lb,6
5/27/13,press,115,lb,6
5/27/13,press,115,lb,6
5/27/13,press,115,lb,6
5/27/13,press,115,lb,6
5/28/13,barbell squat,185,lb,5
5/28/13,barbell squat,185,lb,5
5/28/13,barbell squat,225,lb,7
5/28/13,barbell squat,255,lb,2
5/28/13,barbell squat,285,lb,2
5/28/13,barbell squat,260,lb,7
5/28/13,barbell squat,260,lb,7
5/28/13,barbell squat,260,lb,7
5/28/13,barbell squat,260,lb,7
5/28/13,barbell squat,260,lb,7
5/28/13,press,95,lb,5
5/28/13,press,115,lb,5
5/28/13,press,120,lb,5
5/28/13,press,120,lb,5
5/28/13,press,120,lb,5
5/28/13,press,120,lb,5
5/28/13,press,120,lb,5
5/28/13,press,120,lb,5
5/28/13,press,120,lb,5
5/31/13,barbell squat,185,lb,5
5/31/13,barbell squat,225,lb,5
5/31/13,barbell squat,275,lb,2
5/31/13,barbell squat,305,lb,1
5/31/13,barbell squat,275,lb,5
5/31/13,barbell squat,275,lb,5
5/31/13,barbell squat,275,lb,5
5/31/13,barbell squat,275,lb,5
5/31/13,barbell squat,275,lb,5
5/31/13,barbell squat,275,lb,5
5/31/13,barbell squat,275,lb,5
5/31/13,press,95,lb,4
5/31/13,press,95,lb,4
5/31/13,press,115,lb,4
5/31/13,press,127.5,lb,4
5/31/13,press,127.5,lb,4
5/31/13,press,127.5,lb,4
5/31/13,press,127.5,lb,4
5/31/13,press,127.5,lb,4
5/31/13,press,127.5,lb,4
5/31/13,press,127.5,lb,4
5/31/13,press,127.5,lb,4
6/1/13,barbell squat,185,lb,3
6/1/13,barbell squat,225,lb,3
6/1/13,barbell squat,225,lb,3
6/1/13,barbell squat,255,lb,3
6/1/13,barbell squat,275,lb,3
6/1/13,barbell squat,315,lb,1
6/1/13,barbell squat,295,lb,3
6/1/13,barbell squat,295,lb,3
6/1/13,barbell squat,295,lb,3
6/1/13,barbell squat,295,lb,3
6/1/13,barbell squat,295,lb,3
6/1/13,barbell squat,300,lb,3
6/1/13,barbell squat,300,lb,3
6/1/13,barbell squat,300,lb,3
6/1/13,barbell squat,300,lb,3
6/1/13,barbell squat,300,lb,3
6/1/13,press,95,lb,5
6/1/13,press,115,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/1/13,press,135,lb,3
6/4/13,barbell squat,185,lb,5
6/4/13,barbell squat,225,lb,5
6/4/13,barbell squat,225,lb,3
6/4/13,barbell squat,275,lb,3
6/4/13,barbell squat,250,lb,9
6/4/13,barbell squat,250,lb,9
6/4/13,barbell squat,250,lb,9
6/4/13,barbell squat,250,lb,9
6/4/13,press,95,lb,8
6/4/13,press,95,lb,6
6/4/13,press,115,lb,3
6/4/13,press,120,lb,6
6/4/13,press,120,lb,6
6/4/13,press,120,lb,6
6/4/13,press,120,lb,6
6/4/13,press,120,lb,6
6/4/13,press,120,lb,6
6/5/13,barbell squat,185,lb,5
6/5/13,barbell squat,185,lb,5
6/5/13,barbell squat,225,lb,5
6/5/13,barbell squat,225,lb,5
6/5/13,barbell squat,275,lb,3
6/5/13,barbell squat,275,lb,7
6/5/13,barbell squat,275,lb,7
6/5/13,barbell squat,275,lb,7
6/5/13,barbell squat,275,lb,7
6/5/13,barbell squat,275,lb,7
6/5/13,press,95,lb,5
6/5/13,press,95,lb,5
6/5/13,press,115,lb,3
6/5/13,press,125,lb,5
6/5/13,press,125,lb,5
6/5/13,press,125,lb,5
6/5/13,press,125,lb,5
6/5/13,press,125,lb,5
6/5/13,press,125,lb,5
6/5/13,press,125,lb,5
6/7/13,barbell squat,185,lb,5
6/7/13,barbell squat,185,lb,5
6/7/13,barbell squat,225,lb,3
6/7/13,barbell squat,225,lb,5
6/7/13,barbell squat,275,lb,3
6/7/13,barbell squat,290,lb,5
6/7/13,barbell squat,290,lb,5
6/7/13,barbell squat,290,lb,5
6/7/13,barbell squat,290,lb,5
6/7/13,barbell squat,290,lb,5
6/7/13,barbell squat,290,lb,5
6/7/13,barbell squat,290,lb,5
6/7/13,press,95,lb,4
6/7/13,press,115,lb,4
6/7/13,press,125,lb,4
6/7/13,press,135,lb,4
6/7/13,press,135,lb,4
6/7/13,press,135,lb,4
6/7/13,press,135,lb,4
6/7/13,press,135,lb,4
6/7/13,press,135,lb,4
6/7/13,press,135,lb,4
6/7/13,press,135,lb,4
6/9/13,barbell squat,185,lb,3
6/9/13,barbell squat,225,lb,3
6/9/13,barbell squat,225,lb,3
6/9/13,barbell squat,275,lb,3
6/9/13,barbell squat,305,lb,1
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,3
6/9/13,barbell squat,315,lb,6
6/9/13,press,95,lb,3
6/9/13,press,115,lb,3
6/9/13,press,125,lb,3
6/9/13,press,135,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,3
6/9/13,press,140,lb,4
6/10/13,clean and jerk,135,lb,5
6/10/13,clean and jerk,155,lb,3
6/10/13,clean and jerk,155,lb,3
6/10/13,clean and jerk,175,lb,3
6/10/13,clean and jerk,175,lb,2
6/10/13,clean and jerk,195,lb,2
6/10/13,clean and jerk,135,lb,5
6/10/13,clean and jerk,155,lb,3
6/10/13,clean and jerk,155,lb,3
6/10/13,clean and jerk,175,lb,3
6/10/13,clean and jerk,175,lb,2
6/10/13,clean and jerk,195,lb,2
6/10/13,power snatch,95,lb,5
6/10/13,power snatch,95,lb,5
6/10/13,power snatch,95,lb,5
6/10/13,power clean,195,lb,1
6/10/13,power clean,205,lb,1
6/10/13,power clean,205,lb,1
6/10/13,clean pull,225,lb,2
6/10/13,clean pull,235,lb,3
6/10/13,clean pull,255,lb,3
6/10/13,clean pull,255,lb,3
6/10/13,clean pull,255,lb,3
6/12/13,barbell deadlift,225,lb,10
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,5
6/12/13,barbell deadlift,225,lb,2
6/12/13,jerk,185,lb,3
6/12/13,jerk,225,lb,2
6/12/13,jerk,255,lb,1
6/17/13,barbell squat,185,lb,5
6/17/13,barbell squat,225,lb,5
6/17/13,barbell squat,225,lb,3
6/17/13,barbell squat,255,lb,3
6/17/13,barbell squat,275,lb,3
6/17/13,barbell squat,315,lb,2
6/17/13,barbell squat,345,lb,1
6/17/13,barbell squat,315,lb,3
6/17/13,barbell squat,350,lb,1
6/17/13,press,95,lb,5
6/17/13,press,115,lb,3
6/17/13,press,135,lb,3
6/17/13,press,150,lb,1
6/20/13,barbell deadlift,225,lb,5
6/20/13,barbell deadlift,225,lb,5
6/20/13,barbell deadlift,275,lb,5
6/20/13,barbell deadlift,315,lb,1
6/20/13,barbell deadlift,365,lb,1
6/20/13,barbell deadlift,315,lb,2
6/20/13,barbell deadlift,315,lb,2
6/20/13,barbell deadlift,315,lb,2
6/23/13,barbell deadlift,315,lb,1
6/23/13,barbell deadlift,315,lb,5
6/23/13,barbell deadlift,315,lb,3
6/23/13,barbell deadlift,315,lb,1
6/23/13,barbell deadlift,315,lb,2
6/23/13,barbell deadlift,315,lb,1
6/23/13,barbell squat,185,lb,5
6/23/13,barbell squat,225,lb,5
6/23/13,barbell squat,275,lb,5
6/23/13,barbell squat,315,lb,1
6/23/13,barbell squat,330,lb,2
6/25/13,barbell squat,185,lb,5
6/25/13,barbell squat,225,lb,5
6/25/13,barbell squat,275,lb,5
6/25/13,barbell squat,285,lb,5
6/25/13,barbell squat,285,lb,5
6/25/13,barbell squat,285,lb,5
6/25/13,barbell squat,285,lb,5
6/25/13,barbell squat,285,lb,5
6/25/13,clean and jerk,135,lb,2
6/25/13,clean and jerk,135,lb,2
6/25/13,clean and jerk,155,lb,2
6/25/13,clean and jerk,165,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,clean and jerk,135,lb,2
6/25/13,clean and jerk,135,lb,2
6/25/13,clean and jerk,155,lb,2
6/25/13,clean and jerk,165,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,clean and jerk,185,lb,2
6/25/13,power snatch,95,lb,2
6/25/13,power snatch,125,lb,2
6/25/13,power snatch,125,lb,2
6/25/13,power snatch,145,lb,2
6/25/13,power snatch,145,lb,2
6/25/13,power snatch,145,lb,2
6/25/13,clean pull,225,lb,5
6/25/13,clean pull,275,lb,5
6/25/13,clean pull,315,lb,2
6/25/13,clean pull,315,lb,1
6/25/13,clean pull,315,lb,1
6/25/13,press,135,lb,2
6/25/13,press,155,lb,1
6/25/13,press,160,lb,1
6/25/13,press,165,lb,1
6/30/13,power snatch,135,lb,2
6/30/13,power snatch,135,lb,2
6/30/13,power snatch,145,lb,1
6/30/13,power snatch,145,lb,1
6/30/13,power snatch,155,lb,1
6/30/13,power snatch,155,lb,1
6/30/13,power snatch,165,lb,1
6/30/13,power snatch,165,lb,1
6/30/13,power snatch,165,lb,1
6/30/13,power snatch,175,lb,1
6/30/13,clean and jerk,135,lb,2
6/30/13,clean and jerk,135,lb,2
6/30/13,clean and jerk,185,lb,2
6/30/13,clean and jerk,205,lb,1
6/30/13,clean and jerk,205,lb,1
6/30/13,clean and jerk,215,lb,2
6/30/13,clean and jerk,225,lb,1
6/30/13,clean and jerk,215,lb,1
6/30/13,clean and jerk,235,lb,1
6/30/13,clean and jerk,250,lb,1
7/2/13,barbell squat,185,lb,5
7/2/13,barbell squat,225,lb,5
7/2/13,barbell squat,275,lb,3
7/2/13,barbell squat,295,lb,5
7/2/13,barbell squat,295,lb,5
7/2/13,barbell squat,295,lb,5
7/2/13,barbell squat,295,lb,5
7/2/13,barbell squat,295,lb,5
7/2/13,power snatch,95,lb,2
7/2/13,power snatch,115,lb,2
7/2/13,power snatch,135,lb,2
7/2/13,power snatch,155,lb,1
7/2/13,power snatch,155,lb,1
7/2/13,power snatch,155,lb,1
7/2/13,snatch,115,lb,1
7/2/13,snatch,115,lb,1
7/2/13,snatch,115,lb,1
7/2/13,snatch,135,lb,1
7/2/13,snatch,135,lb,1
7/2/13,snatch,145,lb,1
7/2/13,snatch,145,lb,1
7/2/13,snatch,145,lb,1
7/2/13,snatch,145,lb,1
7/2/13,clean pull,225,lb,5
7/2/13,clean pull,275,lb,5
7/2/13,clean pull,325,lb,1
7/2/13,clean pull,315,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,barbell squat,185,lb,2
7/4/13,clean pull,185,lb,3
7/4/13,clean pull,235,lb,3
7/4/13,clean pull,255,lb,3
7/4/13,clean pull,255,lb,3
7/4/13,clean pull,255,lb,3
7/6/13,barbell squat,225,lb,3
7/6/13,barbell squat,275,lb,3
7/6/13,barbell squat,315,lb,1
7/6/13,barbell squat,335,lb,1
7/6/13,barbell squat,355,lb,1
7/6/13,barbell squat,365,lb,1
7/6/13,barbell squat,370,lb,1
7/6/13,barbell squat,185,lb,1
7/6/13,barbell squat,185,lb,2
7/6/13,barbell squat,185,lb,3
7/6/13,barbell squat,185,lb,4
7/6/13,barbell squat,185,lb,5
7/6/13,barbell squat,185,lb,6
7/6/13,barbell squat,185,lb,7
7/6/13,barbell squat,185,lb,8
7/6/13,barbell squat,185,lb,9
7/6/13,barbell squat,185,lb,10
7/6/13,clean and jerk,135,lb,3
7/6/13,clean and jerk,155,lb,2
7/6/13,clean and jerk,185,lb,2
7/6/13,clean and jerk,185,lb,2
7/6/13,clean and jerk,205,lb,1
7/6/13,clean and jerk,205,lb,1
7/6/13,clean and jerk,215,lb,1
7/6/13,clean and jerk,215,lb,1
7/6/13,clean and jerk,225,lb,1
7/6/13,clean and jerk,225,lb,1
7/6/13,clean and jerk,135,lb,3
7/6/13,clean and jerk,155,lb,2
7/6/13,clean and jerk,185,lb,2
7/6/13,clean and jerk,185,lb,2
7/6/13,clean and jerk,205,lb,1
7/6/13,clean and jerk,205,lb,1
7/6/13,clean and jerk,215,lb,1
7/6/13,clean and jerk,215,lb,1
7/6/13,clean and jerk,225,lb,1
7/6/13,clean and jerk,225,lb,1
7/6/13,power snatch,95,lb,3
7/6/13,power snatch,115,lb,2
7/6/13,power snatch,135,lb,2
7/6/13,power snatch,135,lb,2
7/6/13,power snatch,155,lb,1
7/6/13,power snatch,155,lb,1
7/8/13,barbell deadlift,185,lb,5
7/8/13,barbell deadlift,225,lb,5
7/8/13,barbell deadlift,275,lb,3
7/8/13,barbell deadlift,295,lb,3
7/8/13,barbell deadlift,325,lb,5
7/8/13,barbell deadlift,355,lb,1
7/8/13,barbell squat,185,lb,3
7/8/13,barbell squat,225,lb,3
7/8/13,barbell squat,275,lb,3
7/8/13,barbell squat,300,lb,5
7/8/13,barbell squat,300,lb,5
7/8/13,barbell squat,300,lb,5
7/8/13,barbell squat,300,lb,5
7/8/13,barbell squat,300,lb,5
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,barbell squat,185,lb,2
7/11/13,clean pull,135,lb,3
7/11/13,clean pull,185,lb,1
7/11/13,clean pull,185,lb,1
7/11/13,clean pull,235,lb,1
7/11/13,clean pull,235,lb,2
7/11/13,clean pull,235,lb,1
7/11/13,clean pull,265,lb,1
7/11/13,clean pull,265,lb,2
7/11/13,clean pull,265,lb,1
7/14/13,barbell squat,185,lb,3
7/14/13,barbell squat,225,lb,3
7/14/13,barbell squat,275,lb,3
7/14/13,barbell squat,275,lb,3
7/14/13,barbell squat,315,lb,1
7/14/13,barbell squat,335,lb,5
7/14/13,jerk,185,lb,1
7/14/13,jerk,205,lb,1
7/14/13,jerk,225,lb,1
7/14/13,jerk,225,lb,1
7/14/13,jerk,245,lb,1
7/14/13,power snatch,95,lb,3
7/14/13,power snatch,135,lb,2
7/14/13,power snatch,155,lb,1
7/14/13,power snatch,155,lb,1
7/14/13,power snatch,165,lb,1
7/14/13,power snatch,165,lb,1
7/14/13,power snatch,180,lb,1
7/14/13,clean and jerk,135,lb,3
7/14/13,clean and jerk,155,lb,3
7/14/13,clean and jerk,185,lb,2
7/14/13,clean and jerk,205,lb,2
7/14/13,clean and jerk,225,lb,1
7/14/13,clean and jerk,225,lb,1
7/14/13,clean and jerk,235,lb,1
7/15/13,barbell deadlift,185,lb,1
7/15/13,barbell deadlift,185,lb,1
7/15/13,barbell deadlift,225,lb,2
7/15/13,barbell deadlift,225,lb,1
7/15/13,barbell deadlift,275,lb,1
7/15/13,barbell deadlift,275,lb,1
7/15/13,barbell deadlift,325,lb,1
7/15/13,barbell deadlift,325,lb,1
7/15/13,barbell deadlift,355,lb,3
7/15/13,barbell squat,185,lb,3
7/15/13,barbell squat,185,lb,3
7/15/13,barbell squat,225,lb,3
7/15/13,barbell squat,225,lb,3
7/15/13,barbell squat,275,lb,3
7/15/13,barbell squat,305,lb,5
7/15/13,barbell squat,305,lb,5
7/15/13,barbell squat,305,lb,5
7/15/13,barbell squat,305,lb,5
7/15/13,barbell squat,305,lb,5
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,barbell squat,205,lb,2
7/18/13,clean pull,185,lb,1
7/18/13,clean pull,185,lb,1
7/18/13,clean pull,205,lb,1
7/18/13,clean pull,205,lb,1
7/18/13,clean pull,225,lb,1
7/18/13,clean pull,225,lb,1
7/18/13,clean pull,225,lb,1
7/18/13,clean pull,245,lb,1
7/18/13,clean pull,245,lb,1
7/18/13,clean pull,245,lb,1
7/20/13,barbell squat,185,lb,5
7/20/13,barbell squat,225,lb,3
7/20/13,barbell squat,275,lb,3
7/20/13,barbell squat,315,lb,1
7/20/13,barbell squat,335,lb,3
7/20/13,clean and jerk,135,lb,5
7/20/13,clean and jerk,135,lb,3
7/20/13,clean and jerk,155,lb,3
7/20/13,clean and jerk,175,lb,1
7/20/13,clean and jerk,185,lb,1
7/20/13,clean and jerk,205,lb,1
7/20/13,clean and jerk,215,lb,1
7/20/13,clean and jerk,225,lb,1
7/20/13,clean and jerk,235,lb,1
7/20/13,clean and jerk,135,lb,5
7/20/13,clean and jerk,135,lb,3
7/20/13,clean and jerk,155,lb,3
7/20/13,clean and jerk,175,lb,1
7/20/13,clean and jerk,185,lb,1
7/20/13,clean and jerk,205,lb,1
7/20/13,clean and jerk,215,lb,1
7/20/13,clean and jerk,225,lb,1
7/20/13,clean and jerk,235,lb,1
8/5/13,barbell deadlift,185,lb,5
8/5/13,barbell deadlift,225,lb,5
8/5/13,barbell deadlift,275,lb,1
8/5/13,barbell deadlift,315,lb,1
8/5/13,barbell deadlift,345,lb,1
8/5/13,barbell squat,185,lb,5
8/5/13,barbell squat,225,lb,5
8/5/13,barbell squat,275,lb,5
8/5/13,barbell squat,275,lb,5
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,135,lb,3
8/8/13,clean and jerk,135,lb,3
8/8/13,clean and jerk,155,lb,3
8/8/13,clean and jerk,155,lb,3
8/8/13,clean and jerk,175,lb,2
8/8/13,clean and jerk,175,lb,2
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,155,lb,1
8/8/13,clean and jerk,135,lb,3
8/8/13,clean and jerk,135,lb,3
8/8/13,clean and jerk,155,lb,3
8/8/13,clean and jerk,155,lb,3
8/8/13,clean and jerk,175,lb,2
8/8/13,clean and jerk,175,lb,2
8/11/13,barbell squat,185,lb,3
8/11/13,barbell squat,185,lb,3
8/11/13,barbell squat,225,lb,3
8/11/13,barbell squat,225,lb,3
8/11/13,barbell squat,275,lb,5
8/11/13,barbell squat,275,lb,5
8/11/13,barbell squat,275,lb,5
8/11/13,power clean,135,lb,3
8/11/13,power clean,135,lb,3
8/11/13,power clean,165,lb,3
8/11/13,power clean,165,lb,3
8/11/13,power clean,195,lb,5
8/11/13,power clean,215,lb,3
8/11/13,power clean,215,lb,3
8/11/13,power clean,215,lb,3
8/11/13,power clean,215,lb,3
8/11/13,power clean,215,lb,3
8/13/13,barbell deadlift,185,lb,5
8/13/13,barbell deadlift,235,lb,5
8/13/13,barbell deadlift,285,lb,3
8/13/13,barbell deadlift,315,lb,3
8/13/13,barbell squat,155,lb,5
8/13/13,barbell squat,155,lb,5
8/13/13,barbell squat,205,lb,5
8/13/13,barbell squat,205,lb,5
8/13/13,barbell squat,265,lb,3
8/13/13,barbell squat,280,lb,5
8/13/13,barbell squat,280,lb,5
8/13/13,barbell squat,280,lb,5
8/13/13,press,65,lb,5
8/13/13,press,95,lb,5
8/13/13,press,105,lb,5
8/13/13,press,115,lb,5
8/13/13,press,115,lb,5
8/13/13,press,115,lb,5
8/14/13,front barbell squat,135,lb,3
8/14/13,front barbell squat,155,lb,3
8/14/13,front barbell squat,185,lb,3
8/14/13,front barbell squat,205,lb,5
8/14/13,front barbell squat,205,lb,5
8/14/13,front barbell squat,205,lb,5
8/14/13,clean pull,185,lb,2
8/14/13,clean pull,185,lb,2
8/14/13,clean pull,235,lb,2
8/14/13,clean pull,235,lb,2
8/14/13,clean pull,235,lb,2
8/14/13,clean pull,235,lb,2
8/14/13,clean pull,235,lb,2
8/14/13,clean pull,235,lb,2
8/14/13,clean pull,235,lb,2
8/14/13,clean pull,255,lb,2
8/17/13,barbell squat,185,lb,5
8/17/13,barbell squat,185,lb,5
8/17/13,barbell squat,285,lb,5
8/17/13,barbell squat,285,lb,5
8/17/13,jerk,165,lb,2
8/17/13,jerk,185,lb,1
8/17/13,jerk,185,lb,1
8/17/13,jerk,185,lb,1
8/17/13,jerk,205,lb,1
8/17/13,jerk,205,lb,1
8/17/13,clean and jerk,135,lb,2
8/17/13,clean and jerk,135,lb,2
8/17/13,clean and jerk,155,lb,1
8/17/13,clean and jerk,155,lb,1
8/17/13,clean and jerk,175,lb,1
8/17/13,clean and jerk,175,lb,1
8/17/13,clean and jerk,185,lb,1
8/17/13,clean and jerk,185,lb,1
8/17/13,clean and jerk,205,lb,1
8/17/13,clean and jerk,215,lb,1
8/17/13,clean and jerk,225,lb,1
8/17/13,clean and jerk,235,lb,1
8/17/13,clean and jerk,235,lb,1
8/17/13,clean and jerk,235,lb,1
8/17/13,clean and jerk,135,lb,2
8/17/13,clean and jerk,135,lb,2
8/17/13,clean and jerk,155,lb,1
8/17/13,clean and jerk,155,lb,1
8/17/13,clean and jerk,175,lb,1
8/17/13,clean and jerk,175,lb,1
8/17/13,clean and jerk,185,lb,1
8/17/13,clean and jerk,185,lb,1
8/17/13,clean and jerk,205,lb,1
8/17/13,clean and jerk,215,lb,1
8/17/13,clean and jerk,225,lb,1
8/17/13,clean and jerk,235,lb,1
8/17/13,clean and jerk,235,lb,1
8/17/13,clean and jerk,235,lb,1
8/20/13,barbell deadlift,135,lb,5
8/20/13,barbell deadlift,185,lb,5
8/20/13,barbell deadlift,225,lb,3
8/20/13,barbell deadlift,255,lb,3
8/20/13,barbell deadlift,295,lb,3
8/20/13,barbell deadlift,315,lb,5
8/20/13,barbell squat,145,lb,5
8/20/13,barbell squat,195,lb,5
8/20/13,barbell squat,195,lb,5
8/20/13,barbell squat,235,lb,5
8/20/13,barbell squat,265,lb,3
8/20/13,barbell squat,290,lb,5
8/20/13,barbell squat,275,lb,5
8/20/13,barbell squat,275,lb,5
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/22/13,snatch,135,lb,1
8/24/13,barbell deadlift,185,lb,3
8/24/13,barbell deadlift,185,lb,3
8/24/13,barbell deadlift,225,lb,3
8/24/13,barbell deadlift,245,lb,3
8/24/13,barbell deadlift,275,lb,3
8/24/13,barbell deadlift,295,lb,3
8/24/13,barbell deadlift,295,lb,3
8/24/13,barbell deadlift,295,lb,3
8/24/13,barbell deadlift,315,lb,2
8/24/13,barbell deadlift,315,lb,1
8/24/13,barbell deadlift,315,lb,1
8/24/13,barbell deadlift,315,lb,1
8/26/13,barbell squat,185,lb,3
8/26/13,barbell squat,225,lb,3
8/26/13,barbell squat,225,lb,3
8/26/13,barbell squat,255,lb,3
8/26/13,barbell squat,275,lb,3
8/26/13,barbell squat,295,lb,5
8/26/13,barbell squat,295,lb,5
8/26/13,barbell squat,295,lb,5
8/26/13,jerk,95,lb,3
8/26/13,jerk,115,lb,3
8/26/13,jerk,135,lb,3
8/26/13,jerk,135,lb,3
8/26/13,jerk,155,lb,3
8/26/13,jerk,175,lb,2
8/26/13,jerk,195,lb,2
8/26/13,jerk,215,lb,2
8/26/13,jerk,185,lb,2
8/26/13,jerk,185,lb,2
8/26/13,jerk,185,lb,2
8/26/13,jerk,185,lb,2
8/26/13,jerk,185,lb,2
8/30/13,barbell deadlift,185,lb,5
8/30/13,barbell deadlift,225,lb,3
8/30/13,barbell deadlift,225,lb,3
8/30/13,barbell deadlift,255,lb,3
8/30/13,barbell deadlift,275,lb,3
8/30/13,barbell deadlift,325,lb,3
8/30/13,barbell deadlift,345,lb,1
8/30/13,barbell deadlift,345,lb,1
8/30/13,barbell deadlift,345,lb,1
8/30/13,barbell deadlift,305,lb,3
8/30/13,barbell deadlift,305,lb,3
9/3/13,barbell deadlift,185,lb,3
9/3/13,barbell deadlift,225,lb,3
9/3/13,barbell deadlift,225,lb,3
9/3/13,barbell deadlift,275,lb,5
9/3/13,barbell deadlift,275,lb,5
9/3/13,barbell deadlift,275,lb,5
9/3/13,clean and jerk,135,lb,3
9/3/13,clean and jerk,155,lb,2
9/3/13,clean and jerk,175,lb,2
9/3/13,clean and jerk,185,lb,1
9/3/13,clean and jerk,205,lb,1
9/3/13,clean and jerk,215,lb,1
9/3/13,clean and jerk,225,lb,1
9/3/13,clean and jerk,235,lb,1
9/3/13,clean and jerk,135,lb,3
9/3/13,clean and jerk,155,lb,2
9/3/13,clean and jerk,175,lb,2
9/3/13,clean and jerk,185,lb,1
9/3/13,clean and jerk,205,lb,1
9/3/13,clean and jerk,215,lb,1
9/3/13,clean and jerk,225,lb,1
9/3/13,clean and jerk,235,lb,1
9/3/13,snatch,95,lb,3
9/3/13,snatch,95,lb,3
9/3/13,snatch,115,lb,3
9/3/13,snatch,135,lb,1
9/3/13,snatch,135,lb,1
9/3/13,snatch,145,lb,1
9/3/13,snatch,155,lb,1
9/3/13,snatch,165,lb,1
9/3/13,snatch,165,lb,1
9/3/13,snatch,165,lb,1
9/5/13,clean and jerk,135,lb,3
9/5/13,clean and jerk,165,lb,3
9/5/13,clean and jerk,185,lb,2
9/5/13,clean and jerk,185,lb,2
9/5/13,clean and jerk,215,lb,1
9/5/13,clean and jerk,225,lb,1
9/5/13,clean and jerk,235,lb,1
9/5/13,clean and jerk,135,lb,3
9/5/13,clean and jerk,165,lb,3
9/5/13,clean and jerk,185,lb,2
9/5/13,clean and jerk,185,lb,2
9/5/13,clean and jerk,215,lb,1
9/5/13,clean and jerk,225,lb,1
9/5/13,clean and jerk,235,lb,1
9/5/13,snatch,95,lb,3
9/5/13,snatch,115,lb,2
9/5/13,snatch,115,lb,2
9/5/13,snatch,135,lb,2
9/5/13,snatch,135,lb,2
9/5/13,snatch,145,lb,1
9/5/13,snatch,145,lb,1
9/5/13,snatch,155,lb,1
9/5/13,snatch,165,lb,1
